ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,STATUS,Estado
5033463,F,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,-15034,-444,1,0,0,0,Managers,2.0,0,0
5033468,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13729,-1146,1,0,0,0,,1.0,0,0
5033471,M,N,N,0,247500.0,State servant,Secondary / secondary special,Married,House / apartment,-11977,-2699,1,0,0,0,Core staff,2.0,0,0
5033475,M,Y,N,0,180000.0,Working,Lower secondary,Married,House / apartment,-21054,-4463,1,1,1,0,Core staff,2.0,0,0
5033476,F,N,N,2,90000.0,Working,Secondary / secondary special,Married,With parents,-9187,-1268,1,1,1,1,Laborers,4.0,C,1
5033477,F,N,N,0,153000.0,Commercial associate,Secondary / secondary special,Separated,With parents,-11888,-1419,1,0,1,0,Medicine staff,1.0,0,0
5033478,F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13504,-2180,1,0,1,0,Core staff,2.0,C,1
5033479,M,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15140,-233,1,1,1,0,Laborers,1.0,C,1
5033481,F,N,N,1,189000.0,Working,Higher education,Married,House / apartment,-14287,-2271,1,1,0,0,Managers,3.0,C,1
5033484,M,Y,N,1,202500.0,State servant,Secondary / secondary special,Married,With parents,-12119,-2029,1,0,0,0,Drivers,3.0,0,0
5033488,F,N,N,0,112500.0,Working,Higher education,Married,With parents,-10650,-3702,1,1,1,0,Core staff,2.0,0,0
5033491,M,Y,N,0,405000.0,Commercial associate,Higher education,Married,Office apartment,-13631,-994,1,1,1,0,,2.0,0,0
5033493,M,N,N,0,225000.0,Working,Higher education,Married,House / apartment,-17262,-2760,1,1,1,0,Drivers,2.0,C,1
5033495,F,N,Y,3,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14566,-1480,1,1,0,0,Laborers,5.0,0,0
5033496,M,Y,N,1,202500.0,Commercial associate,Higher education,Married,With parents,-9956,-444,1,0,0,0,Managers,3.0,0,0
5033497,F,N,Y,1,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-17231,-79,1,1,1,0,Laborers,2.0,C,1
5033499,F,Y,Y,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16031,-1237,1,0,0,0,Sales staff,3.0,0,0
5033500,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17578,-1997,1,0,0,0,Laborers,2.0,C,1
5033501,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-15487,-3093,1,0,1,0,Laborers,2.0,0,0
5033505,M,Y,Y,1,351000.0,Working,Secondary / secondary special,Married,House / apartment,-13408,-444,1,0,0,0,Laborers,3.0,0,0
5033507,F,N,N,1,72000.0,Working,Higher education,Married,House / apartment,-10015,-568,1,1,1,0,Secretaries,3.0,C,1
5033509,M,N,N,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,-20687,-4098,1,1,1,0,Drivers,2.0,0,0
5033511,F,Y,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-13970,-292,1,0,0,0,Sales staff,4.0,0,0
5033513,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15395,-1541,1,0,1,0,Drivers,2.0,0,0
5033514,F,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15952,-384,1,1,0,0,Sales staff,3.0,0,0
5033516,F,N,Y,0,227250.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19817,-4675,1,0,1,0,Cleaning staff,2.0,0,0
5033519,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20299,365243,1,0,1,0,,2.0,0,0
5033520,F,Y,Y,3,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,-12559,-5862,1,0,1,0,Medicine staff,5.0,0,0
5033521,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18688,-2029,1,1,1,0,Sales staff,2.0,C,1
5033522,F,N,N,1,144000.0,Commercial associate,Higher education,Separated,House / apartment,-19092,-3459,1,0,1,0,,2.0,0,0
5033524,M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16425,-810,1,0,0,0,Drivers,2.0,C,1
5033525,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23451,365243,1,0,0,0,,1.0,0,0
5033526,M,Y,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23641,365243,1,0,0,0,,2.0,C,1
5033528,M,N,Y,1,292500.0,Working,Higher education,Married,House / apartment,-14878,-6685,1,0,0,0,Managers,3.0,0,0
5033529,M,Y,Y,0,144000.0,Pensioner,Higher education,Married,House / apartment,-18854,365243,1,0,0,0,,2.0,0,0
5033531,M,Y,N,2,225000.0,Working,Higher education,Married,House / apartment,-10873,-264,1,0,0,0,Managers,4.0,0,0
5033532,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-10335,-264,1,1,0,0,Core staff,2.0,0,0
5033534,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22579,365243,1,0,0,0,,1.0,0,0
5033535,F,N,N,0,103500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18770,-7597,1,1,0,0,,2.0,0,0
5033538,F,Y,N,3,540000.0,Working,Higher education,Married,House / apartment,-13234,-1753,1,0,0,0,Laborers,5.0,C,1
5033540,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22191,365243,1,0,0,0,,2.0,C,1
5033542,F,N,N,3,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-13290,365243,1,0,0,0,,4.0,C,1
5033544,M,Y,N,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-10054,-598,1,0,1,0,Managers,2.0,0,0
5033545,F,Y,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-14692,-1360,1,1,0,0,Laborers,2.0,C,1
5033546,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20908,365243,1,0,0,0,,2.0,0,0
5033547,M,N,N,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9417,-445,1,1,0,0,Laborers,1.0,0,0
5033549,M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12912,-1844,1,0,0,0,,4.0,0,0
5033550,M,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17018,-9485,1,0,1,0,Drivers,2.0,C,1
5033554,F,N,Y,0,90000.0,Working,Higher education,Civil marriage,House / apartment,-16034,-1022,1,0,0,0,Medicine staff,2.0,0,0
5033560,M,Y,N,0,135000.0,Working,Higher education,Married,House / apartment,-20159,-1299,1,0,0,0,High skill tech staff,2.0,0,0
5033562,F,N,Y,0,63000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21475,365243,1,0,0,0,,2.0,C,1
5033565,F,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,With parents,-17197,-2362,1,0,0,0,Managers,2.0,0,0
5033567,F,Y,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16299,-1450,1,1,1,0,Sales staff,2.0,C,1
5033570,F,Y,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14402,-475,1,0,0,0,High skill tech staff,3.0,C,1
5033572,M,Y,Y,0,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,-15647,-2514,1,0,0,0,High skill tech staff,2.0,C,1
5033574,F,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14222,-141,1,1,1,0,Cooking staff,3.0,0,0
5033577,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11375,-3793,1,0,0,0,Sales staff,4.0,C,1
5033578,F,N,N,1,99000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15096,-994,1,1,0,0,Laborers,3.0,C,1
5033581,F,N,Y,2,270000.0,State servant,Higher education,Separated,With parents,-11342,-688,1,0,0,0,High skill tech staff,3.0,0,0
5033582,M,Y,Y,1,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-14619,-2940,1,1,0,0,Laborers,3.0,C,1
5033584,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,-17718,-4463,1,0,0,0,,2.0,C,1
5033586,F,Y,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-13868,-994,1,0,0,0,Sales staff,3.0,0,0
5033588,M,N,Y,1,180000.0,Working,Secondary / secondary special,Married,Rented apartment,-15957,-2270,1,0,0,0,Drivers,3.0,0,0
5033592,F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15703,-1844,1,0,0,0,Medicine staff,3.0,C,1
5033593,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15934,-7142,1,1,0,0,Laborers,2.0,0,0
5033595,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-17406,-4586,1,0,0,0,,2.0,C,1
5033597,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12998,-2148,1,0,0,0,,4.0,0,0
5033598,M,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11641,-2148,1,0,0,0,Drivers,2.0,C,1
5033600,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16858,-3124,1,0,0,0,Private service staff,2.0,C,1
5033601,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20609,365243,1,0,0,0,,2.0,C,1
5033605,F,N,Y,0,54000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18350,-3609,1,0,0,0,Medicine staff,2.0,0,0
5033607,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18989,-171,1,0,0,0,Laborers,2.0,C,1
5033610,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18667,-7020,1,0,0,0,Core staff,2.0,C,1
5033611,F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14584,-5770,1,0,0,0,High skill tech staff,3.0,0,0
5033613,M,Y,Y,0,117000.0,State servant,Secondary / secondary special,Married,House / apartment,-21764,-809,1,0,1,0,Laborers,2.0,C,1
5033614,F,N,N,0,202500.0,Working,Secondary / secondary special,Widow,House / apartment,-15787,-2270,1,0,0,0,Laborers,1.0,0,0
5033617,F,Y,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23830,365243,1,0,1,0,,2.0,C,1
5033618,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-18661,-1845,1,1,0,0,Laborers,2.0,C,1
5033619,M,Y,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-8696,-172,1,0,0,0,Laborers,2.0,C,1
5033623,F,Y,Y,1,193500.0,Commercial associate,Higher education,Married,House / apartment,-14310,-7050,1,0,1,0,Sales staff,3.0,0,0
5033624,M,N,N,0,90000.0,Working,Higher education,Single / not married,With parents,-11620,-994,1,1,0,0,Laborers,1.0,C,1
5033625,F,N,N,1,157500.0,Working,Lower secondary,Civil marriage,House / apartment,-11966,-2118,1,1,0,0,,3.0,C,1
5033626,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13605,-1329,1,0,0,0,Core staff,2.0,C,1
5033628,F,N,Y,0,166500.0,State servant,Higher education,Married,House / apartment,-23599,-13382,1,0,0,0,,2.0,0,0
5033629,F,N,N,1,202500.0,Working,Higher education,Civil marriage,With parents,-12506,-908,1,0,0,0,High skill tech staff,3.0,0,0
5033631,M,Y,Y,2,450000.0,Working,Higher education,Married,House / apartment,-12040,-1305,1,1,1,0,,4.0,C,1
5033632,F,N,Y,0,193500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21766,365243,1,0,1,0,,1.0,0,0
5033635,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14548,-5443,1,0,1,0,Laborers,1.0,0,0
5033637,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16646,-6350,1,0,0,0,Drivers,3.0,0,0
5033640,F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15725,-3131,1,0,0,0,Managers,3.0,C,1
5033641,F,N,Y,1,405000.0,Commercial associate,Higher education,Widow,House / apartment,-13241,-1974,1,1,0,0,Accountants,2.0,C,1
5033642,M,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20738,365243,1,0,0,0,,2.0,C,1
5033643,F,Y,Y,1,216000.0,Working,Higher education,Married,House / apartment,-10138,-1359,1,0,1,0,Sales staff,3.0,0,0
5033644,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9905,-3343,1,0,1,0,Laborers,3.0,C,1
5033647,F,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,-23006,-513,1,0,0,0,Accountants,1.0,0,0
5033648,F,N,N,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17395,-1517,1,0,0,0,Core staff,2.0,C,1
5033649,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17710,-3854,1,0,0,0,,2.0,0,0
5033651,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13740,-567,1,0,0,0,,4.0,0,0
5033653,F,N,Y,0,135000.0,State servant,Higher education,Married,House / apartment,-9749,-635,1,1,1,0,Secretaries,2.0,C,1
5033655,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-22674,365243,1,0,0,0,,1.0,0,0
5033656,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14128,-298,1,0,0,0,Cooking staff,2.0,0,0
5033657,M,Y,Y,0,148500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18830,-263,1,0,1,0,Laborers,2.0,C,1
5033659,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19103,-3670,1,0,0,0,Laborers,2.0,0,0
5033661,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20862,365243,1,0,0,0,,2.0,0,0
5033664,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15912,-2028,1,1,1,0,Sales staff,3.0,C,1
5033665,M,Y,Y,1,427500.0,Working,Secondary / secondary special,Married,House / apartment,-15044,-1731,1,0,0,0,Managers,3.0,0,0
5033666,F,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12847,-383,1,0,0,0,Private service staff,4.0,C,1
5033669,F,N,N,1,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9235,-209,1,0,0,0,Sales staff,2.0,C,1
5033670,F,N,Y,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15922,-414,1,0,0,0,Sales staff,3.0,0,0
5033671,F,N,Y,0,51750.0,Working,Secondary / secondary special,Married,House / apartment,-17166,-2514,1,0,0,0,Cleaning staff,2.0,C,1
5033674,F,N,Y,0,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10783,-390,1,0,0,0,Sales staff,2.0,C,1
5033677,M,Y,Y,0,900000.0,Working,Higher education,Married,House / apartment,-19235,-1305,1,0,0,0,Drivers,2.0,C,1
5033678,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19089,365243,1,0,0,0,,1.0,0,0
5033679,F,Y,Y,0,517500.0,State servant,Higher education,Married,House / apartment,-16274,-7172,1,0,0,0,,2.0,C,1
5033683,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24831,365243,1,0,0,0,,2.0,C,1
5033685,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-19834,-656,1,0,1,0,,2.0,C,1
5033686,F,N,Y,0,337500.0,State servant,Higher education,Married,House / apartment,-10869,-567,1,1,0,1,Core staff,2.0,C,1
5033689,M,Y,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-18441,-1540,1,1,1,0,Drivers,2.0,C,1
5033690,F,Y,Y,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-20572,-5138,1,0,0,0,Sales staff,2.0,0,0
5033692,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19251,-1449,1,0,0,0,Laborers,1.0,0,0
5033694,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13417,-353,1,1,1,0,Accountants,2.0,0,0
5033700,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13043,-390,1,1,1,0,Laborers,2.0,C,1
5033702,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-17547,-1328,1,0,1,0,,1.0,C,1
5033703,M,N,Y,0,65250.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23289,365243,1,0,0,0,,2.0,C,1
5033706,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17349,-536,1,0,0,0,Drivers,2.0,C,1
5033707,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16668,-2277,1,0,0,0,Laborers,2.0,C,1
5033709,F,N,Y,0,139500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22185,365243,1,0,0,0,,1.0,0,0
5033711,F,N,Y,0,225000.0,State servant,Higher education,Married,House / apartment,-10977,-202,1,0,0,0,Core staff,2.0,0,0
5033712,M,N,N,2,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,-14767,-932,1,1,1,0,,4.0,0,0
5033713,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13782,-3032,1,1,1,0,Security staff,3.0,C,1
5033716,F,N,Y,0,103500.0,Working,Higher education,Married,House / apartment,-12788,-2308,1,0,0,0,,2.0,C,1
5033717,F,N,Y,0,189000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18497,-2216,1,0,0,0,Sales staff,1.0,0,0
5033720,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24206,365243,1,0,1,0,,2.0,0,0
5033721,M,N,Y,1,247500.0,Working,Higher education,Single / not married,House / apartment,-13007,-232,1,0,0,0,,2.0,C,1
5033722,M,Y,N,1,225000.0,Working,Higher education,Married,House / apartment,-11568,-1267,1,0,0,0,Laborers,3.0,0,0
5033723,M,Y,Y,1,252000.0,Working,Higher education,Married,House / apartment,-16407,-2089,1,0,1,0,High skill tech staff,3.0,0,0
5033727,F,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13666,-2089,1,1,1,0,Core staff,3.0,C,1
5033729,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12019,-5436,1,1,1,0,Laborers,2.0,0,0
5033730,F,Y,Y,1,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13845,-2728,1,0,0,0,Laborers,3.0,0,0
5033731,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22802,365243,1,0,0,0,,1.0,0,0
5033733,M,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-18077,-3616,1,0,0,0,Drivers,3.0,0,0
5033734,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12601,-6053,1,0,0,0,Cooking staff,3.0,C,1
5033739,M,Y,Y,1,810000.0,Working,Secondary / secondary special,Married,House / apartment,-15989,-2240,1,0,0,0,Laborers,3.0,0,0
5033741,M,Y,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-19154,-7811,1,1,1,0,,2.0,0,0
5033746,F,Y,Y,1,261000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-9938,-725,1,0,0,0,,3.0,C,1
5033751,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22147,365243,1,0,0,0,,1.0,0,0
5033753,F,Y,Y,0,171000.0,State servant,Secondary / secondary special,Married,House / apartment,-21233,-5223,1,0,1,0,High skill tech staff,2.0,C,1
5033756,M,Y,Y,0,108000.0,Working,Higher education,Married,House / apartment,-20839,-536,1,0,0,0,Laborers,2.0,0,0
5033758,M,Y,Y,1,72000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15670,-239,1,0,0,0,,2.0,0,0
5033759,M,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23664,365243,1,0,0,0,,2.0,0,0
5033764,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19743,-5711,1,0,0,0,Medicine staff,2.0,0,0
5033766,F,N,Y,2,76500.0,Working,Secondary / secondary special,Married,House / apartment,-11656,-1632,1,1,0,0,Cleaning staff,4.0,0,0
5033768,F,N,Y,0,261000.0,Working,Secondary / secondary special,Married,House / apartment,-18704,-4585,1,0,0,0,Medicine staff,2.0,0,0
